20	gam3sau1mei1ngo5dei6le2zau6bun1zo2heoi3	咁___收___尾___我___哋___咧__就___搬___咗__去____
34	baa1baa1maa1maa1hoeng2hoeng1	爸___爸___媽___媽___响_____香_____
46	jau4hoeng1gong2	由___香_____港____
48	gam3jan1wai6jat6bun2zai2daa2hoeng1gong2la1maa5	咁___因___為___日___本___仔___打___香_____港____啦__嘛___
50	gam3	咁___
58	nei5gong2hoeng1gong2hok6haau6	你___講____香_____港____學___校____
66	zik1hai6hou2zaak3go2di1le2gam3le2	即___係___好___窄____嗰__啲__咧__咁___咧__
67	gam3aa3haa6bin1jau5go3caa1ge3le2hou2coeng4gam3joeng2go2di1le2	咁___啊__下___邊___有___個__叉___嘅__咧__好___長_____咁___樣_____嗰__啲__咧__
81	ngo5gau6nin2faan1heoi3	我___舊___年___返____去____
91	di1keoi5dei6jau5di1hai6bei2sam1gei1gaau3lo1	啲__佢____哋___有___啲__係___俾___心___機___教____囉__
98	nei5man6ni1go3man6tai4	你___問___呢__個__問___題___
125	gam3zeon6loeng6	咁___盡____量_____
166	keoi5dou1gei2hou2ge3keoi5dei6dou1	佢____都___幾___好___嘅__佢____哋___都___
168	bin1zung2jan4aa3	邊___種____人___啊__
215	nei5gong2daa2gwo3gei2do1go3tung4jan4gei2do1jan4daa2gwo3gung1jik6waa6hai6	你___講____打___過___幾___多__個__同____人___幾___多__人___打___過___工____亦___話___係___
248	gam3aa3tung1soeng4ngo5jyu4gu2heoi3	咁___啊__通____常_____我___如___果__去____
303	hou2aa3	好___啊__
311	gei2nin4cin4jau5gaa3fei1gei1zong6zo2heoi3hau6min6gaak3lei4go2go3gaai1le2zik1hai6	幾___年___前___有___架___飛___機___撞____咗__去____後___面___隔____籬___嗰__個__街____咧__即___係___
328	gam3ngo5dei6le2zau6	咁___我___哋___咧__就___
335	mou5din6aa3maa5	冇___電___啊__嘛___
336	gam3aa3bin3zo2jiu3	咁___啊__變___咗__要___
338	gaan3zung1jat1ci3	間____中____一___次__
339	hou2zing6aa3	好___靜____啊__
342	bei2hei2ji5zik1hai6ping4si4le2zau6seoi1jin4je6zo2daan6hai6dou1hai6gok3dak1	比___起___以__即___係___平____時__咧__就___雖____然___夜__咗__但____係___都___係___覺___得___
348	ngo5lam4zing3fu2go2ci3zit3hou2do1cin2aa3jing1goi1	我___霖___政____府__嗰__次__折___好___多__錢___啊__應____該___
349	gaau2dit1gam3daai1gin6si6	搞____啲___咁___大____件___事__
353	zing6hai6jat1go3gaa1ting4aa3	剩____係___一___個__家___庭____啊__
359	ngo5lam4jau5gei2go3zung1gwok3hoeng1gong2lei4ge3ming4sing1zyu6hai2fu6gan6ge3	我___霖___有___幾___個__中____國____香_____港____嚟___嘅__明____星____住___喺___附__近___嘅__
360	bat1gwo3ngo5m4zi1keoi5zyu6hoeng2bin1aa3	不___過___我___唔_知__佢____住___响_____邊___啊__
369	gam3dou1hai6ge3	咁___都___係___嘅__
370	dou1hai6aam1ge3	都___係___啱___嘅__
371	daan6hai6keoi5dei6	但____係___佢____哋___
376	m4hai6ngo5zeoi3hei1mong6gaa4la1bat1gwo3	唔_係___我___最____希___望____㗎___啦__不___過___
377	ho2ji5la1	可__以__啦__
388	ji4gaa1di1sai3lou6zai2aa3	而__家___啲__細___路___仔___啊__
391	keoi5dei6ji4gaa1di1sai3lou6zai2hou2do1zi1seon3lo1	佢____哋___而__家___啲__細___路___仔___好___多__資__訊____囉__
398	gam3le2zau6m4soeng2dai6jat6tou5ngo6aai1ngo6gam3joeng2gam3keoi5zau6wui5hou2nou5lik6duk6syu1	咁___咧__就___唔_想_____第___日___肚___餓___挨___餓___咁___樣_____咁___佢____就___會___好___努___力___讀___書___
399	gam3jan1wai6go2di1gei1bun2ge3je5mou5aa3maa5	咁___因___為___嗰__啲__基___本___嘅__嘢__冇___啊__嘛___
400	gam3daan6hai6ji4gaa1di1sai3lou6zai2le2mat1dou1jau5saai3	咁___但____係___而__家___啲__細___路___仔___咧__乜___都___有___曬____
407	gam3ngo5dei6ji5cin4duk6syu1geng1lau4baan1gaa4maa5	咁___我___哋___以__前___讀___書___驚____留___班____㗎___嘛___
408	jan1wai6wui5lau4baan1gaa4zan1hai6	因___為___會___留___班____㗎___真___係___
410	gam3nei5pei3jyu4nei5duk6saam1	咁___你___譬___如___你___讀___三____
