0	wai3ci4di1heoi3m4heoi3leoi5hang4aa3	喂___遲__啲__去____唔_去____旅_________行__
1	nei5lou5gung1jau5mou5peng4gei1piu3aa3	你___老________公_______有____冇_______平__
2	peng4gei1piu3jiu3daam6gwai3sin1jau5dak1peng4gaa3wo3	平____機_______票___要_________淡___季_______先____有___得__
3	ji4gaa1wong6	而______家____
4	mou5dak1heoi3laa4	冇_______得____去___
5	haa5	吓___
6	ji4gaa1wong6gwai3	而______家_________
7	tung1soeng4dou1hai6gwai3gaa3wo3di1gei1piu3	通__________常___都___係____貴___𡃉__喎__啲_______
8	hai6me1	係___咩__
9	ngo5teng1pang4jau5gong2waa6heoi3e6go2go3gau6go2go3dik6si6nei4ne1jaa6ng5zau1nin4wo3	我___聽____朋________友____講___話____去_誒_____嗰___個_____舊__________嗰__個______迪_______士__
10	hou2dai2waan2wo3	好___抵___玩____喎__
11	zik6cing4ho2ji5hai2leoi5bin6go2di1zau2dim3zyu6tim1wo3keoi5waa6	直________程_____可___以________喺_____裏_______邊___嗰___啲__酒____店___
12	gan1leoi5hang4se5heoi3lo1	跟___旅____________行____社__
13	heoi3gaa3wo3	去____𡃉___喎__
14	cat1baat3jyut6go2zan6si4lo1	七___八_________月_________嗰__
15	daan6hai6dou1gei2gwai3wo3	但________係___都___幾____貴__
16	dou1jiu3seng4maan6sei3man1sei3ng5jat6	都___要___成____萬________四___蚊___四__五___
17	zing6hai6heoi3go2dou6waan2zaa3wo3	淨________係____去______嗰____度___玩__
18	mou5je5zou6	冇___嘢__做___
19	gam2mai6sik6tung4waan2mai6aam1	噉___咪___食___同____玩____咪___啱___
20	hai6leoi5bin6sik6lo1leoi5bin6mou5mat1je5sik6gaa3zaa3wo3	係___裏________邊___食__囖________裏___邊______冇___乜___嘢___食__
21	hai6m4hai6aa3	係___唔_____係__
22	nei5dou1heoi3gwo3laa1	你___都___去____過___喇___
23	mai6hai6lo1	咪___係___囖__
24	syu4tiu2gaa3zaa3	薯_______條___𡃉___
25	waan2go2di1waan2mat1je5aa3	玩____嗰_____啲____玩______乜__
26	go2di1lo1	嗰_____啲__
27	hai6m4hai6aa3	係___唔_____係__
28	waan2zau6do1je5tai2do1je5waan2	玩____就___多__嘢__睇___多__嘢__玩____
29	bat1gwo3gei2jat6dou1hou2mun6ze1hai2saai3leoi5bin6	不_______過___幾___日___都___好___悶__啫___喺____晒________
30	m4hai6wo3	唔_____係__
31	keoi5hou2daai6gaa3wo3	佢____好___大____𡃉___喎__
32	nei5jat1jat6waan2jat1go3coeng4wo3zan1hai6	你___一___日___玩____一___個__場_____喎__真_______
33	hou2gaa3	好___𡃉___
34	waan2zo2gam3do1jat6	玩____咗__咁___多__日___
35	gam2mai6fan3gaau3lo1	噉___咪___瞓________覺__
36	ci1sin3	黐______
37	daap3fei1gei1heoi3gwo3go2bin1fan3gaau3aa4	搭____飛_______機____去___過______嗰________邊__
38	gam2fong3gaa3hai6	噉___放________假___
39	hai6gam2gaa3laa1	係___噉___𡃉___喇___
40	bat1gwo3dou1bat1gwo3zan1hai6hou2daai6leoi5bin6	不_______過___都_______不_______過___真____係________
41	keoi5zik6cing4ho2ji5bei2beng2daai2nei5ne1	佢____直________程_____可___以____俾____餅___帶__
42	ze3bei2nei5tai2wo3tai2haa5leoi5min6jau5di1mat1je5zau2dim3aa3tung4maai4jau5di1mat1je5je5waan2laa3	借__俾___你___睇___喎__睇___下___裏________面___有__啲______乜_______嘢__酒_________店___啊__同______埋__有____啲___
43	zik6cing4ho2ji5zou1ze3beng2daai2bei2nei5faan1uk1kei2tai2wo3	直________程_____可___以__租____借____餅___帶___俾____你______返___屋__
44	gam2aa4ngo5hou2di1wo3	噉___呀__我___好___啲__喎__
45	dim2gaai2aa3	點________解__
46	jan1wai6ngo5lou5gung1zou6ni1hong4	因_______為___我________老___公__做____
47	ngo5ho2ji5m4sai2waa6	我___可_____以_____唔___
48	mat1je5dou1man6keoi5	乜______嘢___都___問____
49	ngo5m4sai2gei3	我___唔_____使___
50	heoi3gwo3gei2ci3zek1nei5lou5gung1go2dou6	去____過___幾___次__唧___你___老________公______
51	ngo5m4zi1gaa3gam2peng4mai6heoi3lo1	我___唔_知__𡃉___噉___平____咪___去____囖__
52	haa2	吓___
53	zik1hai6bat1gwo3jiu3hai6daam6gwai3ge3si4hau6ne1	即_______係_______不___過___要_________係__淡______季__
54	zau6m4m4jat1ding6m4wui5cat1baat3jyut6gaa3laa3	就___唔_唔_一________定_唔___會___七_________八___月___
55	haa2mai6zung6hou2	吓___咪___重____好___
56	m4sai2gam3do1jan4paai4coeng4paai4deoi2	唔_____使___咁__多___人__________排_________
57	gam2hai6aa3	噉___係___啊__
58	daan6hai6jiu3zau6aam1keoi5di1gaa3kei4lo1	但________係___要___就___啱____佢__啲_______假__
59	caa1m4do1zaa3ngo5soeng6ci3heoi3dou1hai6	差________唔___多___咋________我____上___次___
60	daam6gwai3heoi3dou1jiu3aa3	淡_________季____去___都___要__
61	daam6gwai3heoi3nei5gei2si4aa3	淡_________季____去___你______幾__
62	gau2jyut6zung1	九________月____
63	hai6lo1	係___囖__
64	gau2jyut6zung1dou1gam3do1jan4heoi3aa4	九________月____中___都___咁__多___人____去__
65	hai6aa3	係___啊__
66	go2bin1dou1jau5jan4mei6fong3jyun4syu2gaa3gaa3me1	嗰______邊___都___有___人___未____放____完_______暑___假__
67	m4cing1co2	唔_清_______
68	daan6hai6jau5di1m4sai2	但________係______有_____
69	jau5di1hou2faai3	有______啲___好____
70	hai6me1	係___咩__
71	daan6hai6dou1m4hai6hou2bik1jan4lo1	但________係___都_____唔___係_______好__
72	bin3zo2nei5ho2ji5tai2je5tai2jin1faa1go2di1ne1zau6m4sai2gam3bik1	變___咗__你___可_____以___睇__嘢___睇_______煙_____花__嗰___啲_____呢___就___
73	hai6lo1hai6lo1	係___囖__係___囖__
74	hou2do1jan4laa3ngo5soeng6ci3	好______多___人___嚹___我________
75	dang2dou3geng2dou1coeng4maai4aa3	等____到___頸____都___長_____埋____啊__
76	lai4laa3haa6ci3heoi3bin1laa3	來___嚹___下______次____去___邊___
77	mei6ding6aa3	未___定____啊__
78	jiu3dang2ngo5lou5gung1tai2haa5keoi5go2dou6jau5mat1je5peng4ge3zik1hai6peng4ge3mai6tai2haa5heoi3bin1lo1	要___等____我___老________公___睇___下____佢______嗰___度______有____乜__嘢_______平____嘅__即___係___平___嘅____咪___睇__
79	nei5soeng2heoi3bin1laa1gam2joeng2	你___想_____去____邊___喇___噉_________
80	daan6hai6ngo5zeoi3soeng2heoi3ou3zau1nau5sai1laan4go2bin1jan1wai6dou1mei6heoi3gwo3	但________係___我____最_____想____去______澳____________洲______紐_______西___蘭___嗰____邊___
81	hai6aa4	係___呀__
82	ou3zau1nei5dou1mei6heoi3gwo3me1	澳______洲___你___都___未____去___過__
83	m6mei6aa3	嗯_未___啊__
84	o3ngo5ji5wai4zing6hai6mei6nau5sai1laan4mei6heoi3gwo3tim1	哦_我___以______為________淨___係____________未___紐____西___蘭___
85	bat1gwo3ngo5dou1soeng2heoi3nau5sai1laan4	不_______過___我___都_____想____去____________
86	m6mai6heoi3can1dou1hai6lang3maai4nau5sai1laan4jat1cai4gaa3laa1	嗯_咪___去____親___都___係___棱____埋____紐____________西_______蘭___一___
87	m4hai6aa3	唔_____係__
88	soeng6ci3ngo5zing6hai6heoi3ou3zau1zaa3	上________次___我________淨____係______去___
89	mou5heoi3nau5sai1laan4laa3	冇___去____紐____________西___
90	m4hai6zik1hai6go2tau4tung4maai4go2go2bin1	唔_____係_______即______係_________嗰__頭______
91	gam2bin3zo2nei5hai6laak3m4sai2co5gam3noi6gei1laa1jat1ci3gwo3co5saai3lok3	噉___變___咗__你___係___嘞____唔_____使__坐___咁___耐___機___喇__________一__次____過___
92	m4sai2fan1hoi1loeng5ci3	唔_____使_______分_____開__
93	bat1gwo3san1sai1nau5sai1laan4hai6m4hai6dou1nau5sai1laan4ding6san1sai1laan4zek1gau3ging2	不_______過_______新____________西___紐_____西___蘭____________係____唔____________係___都________
94	e6jau5jan4giu3zik1hai6nau5jau6ziu3jik6nau5sai1laan4	誒_有___人___叫___即_______係___紐___又___照___譯____________
95	jau5di1giu3zou6san1sai1laan4	有___啲__叫_______做____________
96	kei4sat6dou1hai6jat1joeng6jat1go3dei6fong1	其_______實___都___係_________一___樣__一________
97	hai6lo1	係___囖__
98	hou2ci5gei2leng3wo3di1fung1ging2hai6m4hai6aa3	好______似___幾____靚__喎__啲_________風___景_____係__
99	m6hai6aa3	嗯_係___啊__
100	hai6lo1	係___囖__
101	jau5hoi2tyun4ding6hai6jau5king4jyu4tai2gaa3	有___海________豚________定___係________有___鯨___
102	jau5di1gun1tyun4ho2ji5ceot1hoi2	有______啲________觀_____團________
103	nei5dou1m4jau4seoi2	你___都___唔_游________
104	daan6hai6jiu3m4hai6aa3go2di1jiu3gaap3aam1si4gaan3gaa3	但________係___要_____唔__係_____啊___嗰____啲___要_______夾___
105	jiu3tai2keoi5go3go2go2dyun6si4gaan3aam1ne1zau6jau5jat1kwan4gaa3	要___睇___佢____個__嗰__嗰__段____時_______間___啱__呢___就___有___一____羣___
106	ni1go3heoi3ni1go3heoi3paak3si1zaa3wo3	哩_____個____去_____哩____個_______去___帕__
107	hai6lo1mai6ou3zau1go2bin1lo1	係___囖__咪___澳______洲______嗰__
108	hai6aa3hai6aa3	係___啊__係___啊__
109	hai6lo1	係___囖__
110	daan6hai6nei5keoi5go2di1dou1dou1mei6bit1jat1ding6baau1jat1ding6tai2dak1dou2	但________係___你____佢_____嗰___啲___都_______都________未____必________一___定___包___
111	zik1hai6keoi5go2go3giu3zou6m4zi1gun1king4tyun4ding6hai6mat1je5gam2joeng2gaa3	即_______係____佢_____嗰_______個_叫__做___唔____知____觀________鯨______團_________定___
112	zau6m4jat1ding6baau1nei5tai2dou2lo1	就___唔_一________定____包___你___睇___到__
113	zik1hai6keoi5wui5jau5jau5zek3syun4ceot1hoi2	即_______係____佢___會___有___有___隻____船________
114	zik1hai6dou3si4zi6gei2go2di1laa3wo3ji3si1hai6	即_______係______到______時_____自___己__嗰_____啲___
115	e6jyu4gwo2hai6zi6gei2heoi3zau6hai6lo1	誒_如_______果___係______自____己___去___就__
116	hai6lo1zik1hai6keoi5jau5di1gam2ge3tyun4gaa3zik6tau4	係___囖__即_______係____佢___有__啲___噉__嘅____團___𡃉_______
117	hai6me1	係___咩__
118	hai6aa3	係___啊__
119	zing6hai6tai2king4jyu4aa4	淨________係___睇________鯨__
120	jau5mat1je5tai2aa3	有___乜______嘢___睇__
121	hai2go3hoi2dou6	喺___個__海___度___
122	gam2hai6aa3hai6tai2hoi2aa3tai2saan1wu4go2di1je5lo1	噉___係___啊__係___睇___海___啊__睇___珊_______瑚_____嗰__啲__
123	o3zik1hai6wai3keoi5sik6je5go2di1laa3wo3	哦_即_______係___餵____佢___食__嘢_____嗰___啲__
124	m4hai6aa3	唔_____係__
125	keoi5ni1go3nei5hai6keoi5go2zek3m4hai6gaa3keoi5go2zek3hai6tai2tin1jin4go2di1gaa3wo3m4hai6jan4dei6joeng5gaa3wo3	佢____哩_____個___你___係____佢__嗰___隻_____唔___係____𡃉__佢___嗰___隻___係_______睇_____天___然__嗰_____啲_______𡃉_____喎___唔__
126	zik6tau4hai2go3hoi2nei5hai6dang2keoi5	直_______頭___喺__個___海___你___係____等____
127	zik1hai6ho2nang4go2go3si4kei4hai6jat1kwan4gam2ceot1lai4ne1so2ji5jau5si4gaan3sing3lo1	即_______係_______可_____能______嗰___個___時____期___係________一__群_____噉___出_______來____呢__
128	nei5jiu3tai2aam1bin1go3si4gaan3heoi3sin1zi3jau5dak1tai2gaa3	你___要___睇___啱___邊______個_______時____間______去_______先___至___
129	m4hai6nei5jiu3heoi3zau6jau5dak1tai2gaa3laa3	唔_____係___你___要____去___就_______有___得___睇___
130	o3zik1hai6tai2haa5nei5gei2si4heoi3jau6zong6aam1jau5di1tyun4gam2sin1jau5dak1caam1gaa1lo1	哦_即_______係___睇___下___你______幾____時___去____又___撞___啱__有____啲___團___噉_______先________有__
131	hai6m4hai6aa3	係___唔_____係__
132	daan6hai6ngo5m4zi1bin1go3jyut6fan6hai6tai2king4jyu4zeoi3hou2lo1	但________係___我_唔__知______邊________個___月___份________係____睇___鯨__
133	syun3laa1	算____喇___
134	ngo5deoi3king4jyu4dou1mou5mat1hing3ceoi3	我___對____鯨________魚___都_______冇_________
135	aa3ngo5soeng2tai2haa5wo3	啊__我___想_____睇___下___喎__
136	hai6me1	係___咩__
137	hai6jo3	係___喲__
138	jan1wai6mei6gin3gwo3gam3daai6tiu4king4jyu4aa1maa3	因_______為___未___見___過___咁____大___條________鯨__魚___
139	ngaau5m4ngaau5jan4gaa3	咬_____唔_咬_____人___𡃉___
140	gam2ngo5nam2ngo5nam2zik1hai6jyun5gun1gaa3aa1maa3	噉___我___諗___我___諗___即_______係____遠___觀___𡃉__吖___
141	jau5mou5ngai4him2gaa3	有_______冇________危___
142	daai6lou2	大________
143	gam2m4tung4tai2hoeng1gong2go2di1hoi2joeng4gung1jyun2go2di1dou1hai6sai3aa1maa3suk6jyu1	噉___唔______同___睇__________香_____港___________________嗰_____啲___海___洋___公__園___嗰_______
144	gam2zau6hai6haa2	噉___就___係___吓___
145	hoi2joeng4gung1jyun2go2di1suk6jyu1sai3aa4	海___________________洋_____公_______園___嗰__
146	go2di1daai6seng4dim2aa3	嗰_____啲____大____成___點__
147	m4zi1jo3	唔_知__喲__
148	jau5si4tai2zik1hai6tai2keoi5go2di1go2di1tou4pin2ne1go2tiu4mei5dou1hou2daai6tiu4gaa3wo3	有______時___睇_______即___係____睇_____佢_____嗰_______啲__嗰__啲___圖___片___呢___嗰____條___尾___都__
149	tiu4mei5dou1faat3sei2jan4laa1hai6m4hai6aa3	條___尾___都___發____死___人___喇___係___唔_____係__
150	zau6hai6soeng2heoi3tai2haa5di1gam3zik1hai6tin1jin4ge3je5lo1	就___係___想_____去____睇___下___啲__咁___即_______係_______天__然__嘅__
151	daan6wui5m4wui5hou2gwai3aa3tai2ni1di1	但____會___唔_會___好___貴____啊__睇___哩_____
152	gwai3m4gwai3	貴____唔_貴____
153	gam2m4zi1aa3	噉___唔_知__啊__
154	gaa3cin4m4zi1aa3	價_______錢_唔__知__
155	tai2haa5dou3si4heoi3sin1zi3m4hai6laa1heoi3sin1zi3gaa3cin4aa3go2di1je5lo1	睇___下___到______時____去______先_____至___唔____係______喇_______去__先_____至__價__
156	bat1gwo3m4gan2jiu3laa1	不_______過_________唔___
157	daat3nei5lou5gung1go3do2	噠____你___老________公__個__
158	gei2si4dou2jau5dak1tai2zek1gam2ni1di1zi1m4zi1daai6koi3	幾______時___度_______有___得___睇___唧_____噉__哩_啲__知________
159	ngo5m4zi1gaa3	我___唔_知__𡃉___
160	ngo5m4zi1go3jyut6fan6hai6gei2si4aa3	我___唔_知__個__月________份___係______幾__
161	daan6ngo5zi1jau5ni1di1je5tai2	但____我___知__有___哩_____啲__嘢___
162	hai6me1	係___咩__
163	ngo5jau6m4hai6hou2zi1wo3	我___又___唔_____係___好__知__
164	jing1goi1hai6haa6tin1gam2ge3hei3hau6hai6laa1	應________該___係_______夏___天__噉_______嘅___氣___
165	gwai3zit3	季________
166	dou1jing1goi1hai6laa1	都___應________該___係___
167	nei5hai2go3hoi2go2dou6nei5gang2hai6zoek3wing6fu3laa1m4hai6zoek3mat1je5aa3	你___喺___個__海___嗰______度___你________梗____係_______着___泳_____褲____喇______唔__
168	so2ji5zau2heoi3ou3zau1hou2ne1	所_____以________走______去___澳__
169	gam2aa6hai6	噉___𠻺__係___
170	bei6bei6hon4aa4	避___避___寒___呀__
171	m4sai2gam3dung3	唔_____使___咁____
172	dou1hou2gwaai3ze1jyu4gwo2nei5sap6ji6jyut6heoi3zik1hai6dim2aa3haa6tin1ge3si4hau6sing3daan3zit3hou2ci5m4hai6hou2sik1jing3aa3hai6m4hai6aa3	都___好___怪_____啫__如_______果___你___________十____二_______月___去__即_______係__點______啊_____________夏______天_____嘅___時________侯__聖___誕_____節__
173	mei6mei6si3gwo3wo3gam2jau6ho2ji5si3haa5wo3	未___未___試__過___喎__噉___又___可_____以__試___下__
174	zan1hai6mei6si3gwo3wo3	真_______係___未__試___過__
175	jau6ho2ji5si3haa5wo3	又___可_____以__試___下__
176	hai6lo1	係___囖__
177	zan1hai6	真_______
178	ji2nei5zung6soeng2heoi3bin1aa1	咦__你___重____想_____去____邊___吖__
179	ngo5aa4mei6heoi3gwo3nau5sai1laan4aa3	我___呀__未___去____過___紐____________西__
180	dou1soeng2heoi3aa3	都___想_____去____啊__
181	hou2ci5teng1gong2di1tin1go2dou6hou2leng3wo3	好______似_________聽__講___啲______天___嗰____度__
182	fung1ging2jau6leng3	風_________景___又____
183	tai2fung1ging2lo1hai6	睇___風_________景__囖___
184	hai6lo1tin1hei3jau6hou2wo3	係___囖__天_______氣___又___好__
185	hai6m4hai6aa3	係___唔_____係__
186	m4m4hai6m4zi1	唔_唔_____係_唔__
187	daan6hai6jyu4gwo2hai6nei5hai2ou3zau1zik1hai6go2bin1ne1wui5hou2jit6gaa3wo3	但________係_______如___果___係___你______喺_______澳______洲__即___係___嗰___邊___呢__
188	sei3sap6gei2dou6wo3	四___________十___幾__
189	ou3zau1hou2jit6	澳______洲___好___
190	gei2si4aa3	幾______時__
191	jyu4gwo2nei5hai6haa6tin1heoi3go2go3si4hau6zik1hai6nei5dou1hoeng1gong2dung1tin1sin1heoi3go2zan6si4	如_______果___你___係_______夏____天_____去______嗰_______個___時___候__________即________係___你____都_________
192	zik1hai6nei5ji3si1hai6sap6ji6jyut6go2zan6si4	即_______係___你_____意___思___________係_________
193	hai6aa3hoeng1gong2sap6ji6jyut6go2si4heoi3go2dou6hou2jit6gaa3wo3	係___啊__香__________港___________十_____二____月______嗰___時___去___嗰__
194	hai6me1	係___咩__
195	dou1saai3dou3hou2sai1lei6gaa3wo3	都___曬____到___好___犀_______利___𡃉__
196	ngo5lou5gung1ci3ci3faan1lei4dou1haak1saai3gam2	我___老________公_____次________次___返____來____都___
197	gam3gan2jiu3aa4sap6ji6jyut6	咁___緊_______要__呀___________
198	hai6aa3sei3sap6gei2dou6gaa3dou1	係___啊__四___________十___幾___度___
199	go2zan6si4teng1jan4gong2ne1waa6ou3zau1go2dou6ne1hou2gwai2do1wu1jing1gaa3wo3	嗰_________陣____時___聽____人__講___呢______話______澳__洲___嗰____度__呢_______好___鬼__
200	hai6m4hai6aa3	係___唔_____係__
201	hai6aa3	係___啊__
202	keoi5waa6hou2daai6zek3gaa3	佢____話___好___大____隻___𡃉___
203	ngo5jau6m4gok3wo3	我___又___唔_覺___喎__
204	ngo5mei6gin3gwo3	我___未___見___過___
205	hai6me1	係___咩__
206	m4zi1hai2gan6zyu6paak3si1ding6hai6m4zi1ngo5m4gei3dak1gan6zyu6bin1dou6go2di1hai6hou2daai6zek3gaa3bo3	唔_知__喺___近_______住_______帕________斯_定__係___唔_________知_______我_______唔_____記___得___近____住___邊___度__
207	hai6lo1	係___囖__
208	waa6wu1jing1hai6gam2wai1hai6gam2zik1hai6dim2aa3wai4zyu6keoi5lai4zeoi1keoi5zeoi1zyu6keoi5gam2joeng2wo3	話___烏_______蠅___係___噉___威___係___噉_______即___係__點___啊___圍____住___佢____來____追____佢___追____住_________佢__
209	ngo5lou5gung1waa6dou1hai6	我___老________公___話___都___
210	hai6me1	係___咩__
211	daan6hai6ngo5mei6gin3gwo3	但________係___我___未___見___
212	hou2coi2ngo5mei6heoi3gwo3paak3si1ze1	好_______彩___我___未____去___過_______帕__
213	m4zi1hai6m4hai6paak3si1aa3zik1hai6zung2zi1hai6m4zi1bin1go3m4zi1bin1go3sing4si5hai6jau5di1wu1jing1hou2daai6zek3gaa3	唔_知__係___唔_____係_______帕__斯_______啊_______即___係_總__之______係_唔__知______邊_______個___唔___知__邊_______個___城____市___係___
214	hai6aa3go2zan6teng1jan4gong2ne1zau6hai6waa6waa3di1wu1jing1wai4zyu6nei5hai6gam2zeoi1zyu6nei5	係___啊__嗰______陣____聽___人____講__呢___就___係___話___嘩__啲_______烏___蠅___圍___住_______你____係___噉___
215	hou2hung2bou3	好___恐________
216	gam2nei5zung6heoi3gwo3bin1dou6	噉___你___重____去____過___邊_______
217	zung6heoi3gwo3bin1dou6	重____去____過___邊_______
218	mou5aa3mei5gwok3aa3go2di1laa1	冇___啊__美________國__啊_____嗰___
219	hai2mei5gwok3mai6hou2do1go2di1go2di1giu3zou6ceot1go2di1ne1	喺___美________國___咪______好_____多_____嗰_______啲____嗰_____啲__
220	mou5wo3mou5mat1dim2heoi3wo3	冇___喎__冇___乜___點___去____喎__
221	nei5mou5heoi3haang4me1	你___冇___去____行_____咩__
222	go2dou6maai5je5dai2di1wo3	嗰______度____買__嘢___抵__啲__
223	go3dou6jau4dou1mou5daai3ngo5dei6heoi3	個__導_______遊___都___冇____帶_______我____
224	zing6hai6heoi3di1gun1gwong1dim2go2di1	淨________係____去__啲_____________觀_____
225	o3nei5gan1tyun4ho2nang4keoi5zau6hai6heoi3di1leoi5jau4dim2lo1	哦_你___跟___團____可_______能____佢___就___係____去__啲____________旅__
226	daan6hai6ngo5ngo5tung4ngo5lou5gung1tung1soeng4zi6gei2heoi3ne1zau6hou2di1lo1	但________係___我___我____同___我________老__________公______通____常__自___己___去__呢__
227	zau6ho2ji5gaan2dei6fong1heoi3lo1	就___可_____以____揀________地____方__
228	aa3aa3gam2zau6gang2hai6laa1	啊__啊__噉___就___梗________係___
229	nei5lou5gung1seng4jat6dou1heoi3mei5gwok3	你___老________公________成___日____都________
